,customer_code,Days since last sales,Customer age in days,Recencia,Nro Sku,Frecuency,Indicator key
383,12252discarvi214493550014,100.0,85.0,89.5,42.0,33.0,4.0
384,17373discarvi215030420017,96.0,94.0,97.5,88.0,68.0,13.0
385,17425discarvi213593970017,100.0,94.0,72.0,60.0,61.0,22.0
386,17448discarvi216793490013,100.0,94.0,63.0,47.5,54.0,100.0
387,44117discarvi214630120016,100.0,1.0,85.0,80.0,31.0,6.0
388,17374discarvi215030420017,100.0,94.0,98.0,67.0,71.0,8.0
389,24268discarvi215092040013,100.0,98.0,97.5,86.5,91.0,25.0
390,12199discarvi211412910010,100.0,100.0,90.0,100.0,100.0,100.0
391,12352discarvi218709470016,97.0,100.0,72.0,76.0,42.0,14.0
392,12202discarvi212685770016,0.0,99.0,58.0,100.0,66.0,10.0
393,24281discarvi219040020014,44.5,93.0,98.0,73.5,12.5,2.0
394,17427discarvi214878080018,0.0,60.5,0.0,50.0,1.0,9.0
395,44019discarvi213725260011,100.0,93.5,90.0,38.5,57.0,9.0
396,24115discarvi210268210012,94.0,87.0,71.5,26.0,11.0,2.0
397,46018discarvi218760960017,57.5,41.0,0.0,0.0,0.0,
398,21278discarvi216088180017,100.0,92.5,100.0,79.0,100.0,59.0
399,46147discarvi217882610012,98.0,89.0,94.5,100.0,72.5,100.0
400,44127discarvi213790940013,98.0,26.0,92.0,33.5,6.5,0.0
401,41239discarvi54290196,97.0,15.5,88.0,25.5,5.5,4.0
402,29199discarvi216322240017,100.0,80.0,83.5,47.0,21.0,2.0
403,12245discarvi215132930014,0.0,57.0,22.5,42.5,11.0,0.0
404,29560discarvi218425150017,84.0,71.0,62.5,25.0,27.5,4.0
405,46111discarvi214423860014,100.0,88.0,85.5,49.5,40.5,5.0
406,21117discarvi216703360018,100.0,100.0,94.0,97.0,33.5,5.0
407,45110discarvi212538240012,100.0,60.5,90.0,0.0,97.0,81.0
408,44058discarvi219569710018,96.0,85.0,89.5,51.0,34.5,88.0
409,44079discarvi214819790012,93.0,79.0,77.5,50.0,20.0,19.0
410,17064discarvi214783930014,100.0,83.0,78.5,0.0,25.0,7.0
411,49015discarvi210628940017,100.0,1.0,100.0,100.0,98.0,90.0
412,29076discarvi216386200016,99.0,93.5,91.0,26.0,42.0,2.0
413,41190discarvi211539070015,97.0,47.5,98.0,19.5,18.0,15.0
414,29569discarvi218573630017,100.0,94.0,95.5,94.5,99.0,70.0
415,18143discarvi,98.0,97.0,92.5,31.5,8.5,1.0
416,341discarvi,100.0,100.0,98.0,52.5,34.0,7.0
417,44108discarvi218373920011,100.0,51.0,87.5,21.0,25.0,3.0
418,41143discarvi32559972,100.0,98.0,95.0,49.5,14.0,2.0
419,46131discarvi218977340010,2.5,95.0,3.0,0.0,0.0,
420,24015discarvi218224730016,100.0,85.0,37.0,100.0,54.5,34.0
421,29221discarvi212064570017,98.0,83.0,84.0,49.5,32.0,30.0
422,44091discarvi211678440016,0.0,69.5,0.0,0.0,14.0,2.0
423,21018discarvi,94.0,92.0,96.5,46.5,18.5,4.0
424,41013discarvi,96.0,91.0,91.0,28.5,6.5,1.0
425,18122discarvi,88.0,77.0,95.0,40.5,9.5,1.0
426,29628discarvi218238090014,95.5,83.0,92.0,46.0,40.0,18.0
427,41011discarvi,100.0,94.5,94.0,31.5,10.5,3.0
428,41207discarvi16413245,97.5,30.0,92.0,9.0,2.0,0.0
429,44120discarvi218728360018,100.0,26.0,89.5,0.0,20.0,2.0
430,44128discarvi218407510015,96.0,24.0,96.0,12.0,3.5,1.0
431,29661discarvi219559140014,91.0,30.0,92.0,42.5,12.5,9.0
432,25056discarvi217448990013,100.0,100.0,90.5,35.0,65.0,4.0
433,29580discarvi216680850014,76.0,94.5,93.0,46.0,43.5,20.0
434,24024discarvi213263260016,94.0,98.0,76.5,17.5,23.0,1.0
435,46228discarvi219173320019,100.0,74.0,37.0,69.5,47.0,23.0
436,44121discarvi219148920016,90.0,25.5,95.0,12.0,2.0,0.0
437,24074discarvi53120205,82.0,100.0,97.0,37.5,20.5,7.0
438,44110discarvi219355060012,97.0,45.5,92.0,46.0,24.0,7.0
439,29664discarvi218573630017,95.0,25.0,93.5,15.0,14.5,5.0
440,46100discarvi38892235,100.0,97.0,90.5,42.5,42.5,13.0
441,339discarvi,96.5,98.0,94.0,28.5,11.0,1.0
442,17327discarvi212522750016,78.0,100.0,90.0,16.5,100.0,43.0
443,46045discarvi218709470016,100.0,97.5,86.0,92.5,91.0,13.0
444,12192discarvi214886680010,100.0,66.5,100.0,97.5,100.0,100.0
445,2641discarvi217609820017,96.0,97.0,84.5,66.5,25.5,9.0
446,47001discarvi215241030014,100.0,94.0,95.5,63.0,100.0,100.0
447,44074discarvi219376300012,80.5,92.5,80.0,35.0,46.0,
448,46208discarvi218734340015,100.0,80.0,100.0,100.0,100.0,100.0
449,12196discarvi212763440015,100.0,100.0,86.5,59.0,53.5,29.0
450,29181discarvi216582360012,100.0,91.0,92.5,16.0,24.0,10.0
451,29216discarvi215054660018,100.0,93.5,94.5,46.0,100.0,77.0
452,29565discarvi218478940012,96.5,91.0,92.5,70.0,49.0,42.0
453,45119discarvi219181680010,100.0,100.0,90.5,62.0,54.0,25.0
454,46127discarvi211679150011,100.0,100.0,77.0,33.0,92.0,42.0
455,24233discarvi218425150017,69.0,75.0,67.5,27.5,27.5,3.5
456,46076discarvi216680850014,73.0,97.0,94.0,70.0,53.5,34.0
457,25046discarvi219652080018,91.0,100.0,97.0,82.5,23.5,8.0
458,44075discarvi213691240013,100.0,82.0,87.5,24.5,39.0,12.0
459,29027discarvi216106960015,100.0,78.0,95.0,39.0,70.5,56.0
460,29640discarvi218944140012,29.0,61.0,3.0,0.0,0.0,
461,41164discarvi54423878,94.0,68.5,84.5,56.5,17.5,5.0
462,41145discarvi218911700019,100.0,95.0,95.0,66.5,87.5,63.0
463,27035discarvi215099710014,100.0,90.0,82.0,36.0,21.0,3.0
464,43028discarvi41412109,97.0,75.0,97.0,12.0,19.0,2.0
465,29555discarvi210409520012,96.5,95.0,77.5,42.5,53.0,23.0
466,12322discarvi214652750012,100.0,76.5,11.5,100.0,100.0,100.0
467,29608discarvi218916750014,84.0,95.0,37.5,25.0,24.0,3.0
468,31212discarvi217941090016,100.0,83.0,60.0,5.5,38.5,18.0
469,29208discarvi217845340015,96.5,93.5,82.5,25.0,10.0,3.0
470,21019discarvi213981830018,100.0,92.0,78.0,11.5,33.5,23.0
471,29634discarvi219607450014,100.0,73.0,90.0,11.0,45.0,27.0
472,29649discarvi219346080014,100.0,45.0,90.5,50.0,26.0,5.0
473,46174discarvi217507350011,97.0,91.0,85.5,66.0,18.0,8.0
474,41115discarvi,100.0,96.5,96.0,31.5,17.5,6.0
475,29584discarvi214986330011,96.0,79.0,82.5,49.5,12.0,8.0
476,24127discarvi216310240017,77.5,77.0,94.0,20.0,42.5,14.0
477,41096discarvi216512350018,98.0,6.0,65.5,31.0,4.0,0.0
478,46104discarvi218810080015,98.0,90.0,77.0,59.0,18.0,0.0
479,12330discarvi216476820013,100.0,96.0,89.5,61.0,15.5,10.0
480,29174discarvi217657720019,100.0,99.0,100.0,100.0,100.0,100.0
481,29673discarvi215277730016,100.0,24.0,90.5,35.5,11.5,22.0
482,12219discarvi217365990016,96.0,97.5,58.0,69.5,34.0,
483,2468discarvi213633860012,97.5,99.0,85.5,25.0,45.0,31.0
484,29611discarvi214214790013,97.5,96.0,95.0,42.5,86.5,51.0
485,46080discarvi218417750019,99.0,94.0,92.5,49.5,43.0,83.0
486,29120discarvi214378960019,98.0,92.0,87.0,57.0,45.0,17.0
487,31213discarvi210789160013,72.0,63.0,87.5,20.0,9.0,15.0
488,29615discarvi211694130018,98.0,96.0,72.0,27.5,69.0,28.0
489,29657discarvi212509010012,77.0,43.5,72.0,46.0,3.5,3.0
490,44101discarvi32545901,88.0,53.0,82.5,7.0,4.0,0.0
491,29689discarvi218519600016,100.0,0.0,92.0,31.0,0.5,0.0
492,41005discarvi218036440014,99.0,100.0,97.5,62.5,100.0,88.0
493,44031discarvi218769600013,100.0,96.0,91.5,25.0,22.0,29.0
494,41218discarvi219385530017,60.0,17.0,92.5,0.0,0.0,0.0
495,46142discarvi32854194,97.0,78.0,94.5,12.0,9.5,1.0
496,21189discarvi,39.5,72.0,94.0,22.5,1.0,0.0
497,46210discarvi214135190013,36.0,80.0,98.0,0.0,20.5,0.0
498,46226discarvi216516220011,37.5,77.0,95.0,7.5,6.5,0.0
499,44095discarvi216862390019,100.0,24.0,86.5,22.5,17.0,4.0
500,49006discarvi,18.0,96.5,94.0,66.0,18.0,6.0
501,29629discarvi218640360012,100.0,94.5,94.0,100.0,79.0,28.0
502,49011discarvi216068730011,0.0,95.0,86.0,0.0,0.0,1.0
503,49019discarvi217834330013,100.0,96.5,92.0,66.0,71.0,53.0
504,49003discarvi214652890019,98.0,96.0,92.0,66.0,58.0,100.0
505,46204discarvi218340520014,97.0,81.0,73.5,0.0,17.5,2.0
506,49007discarvi,85.5,96.5,85.0,66.0,24.0,21.0
507,51002discarvi15496193,41.5,57.0,0.0,0.0,0.0,
508,46243discarvi211476510013,55.0,65.0,92.5,8.0,8.0,6.0
509,49005discarvi219172840019,98.0,96.0,88.0,66.0,41.0,42.0
510,620discarvi,69.5,33.0,93.0,0.0,0.0,0.0
511,46289discarvi219224330016,87.5,15.0,37.5,0.0,0.0,0.0
512,46290discarvi219224330016,97.0,15.0,67.5,0.0,0.0,0.0
513,29173discarvi212086000019,100.0,97.0,97.5,30.0,100.0,29.0
514,46308discarvi215029230013,100.0,1.0,97.0,0.0,4.0,18.0
515,51057discarvi219413380010,99.0,2.0,97.0,7.5,0.5,0.0
516,46209discarvi216172040018,98.0,92.0,86.0,33.0,31.0,3.0
517,46001discarvi217129320010,62.0,93.0,64.0,6.0,0.5,0.0
518,141discarvi,95.0,53.0,91.0,19.5,3.0,1.0
519,46291discarvi219508650015,97.5,20.0,92.0,28.5,4.5,0.0
520,46215discarvi217456450014,96.5,79.0,79.5,0.0,25.0,2.0
521,46220discarvi190322120014,98.0,76.0,85.5,0.0,35.0,3.0
522,46203discarvi218340520014,94.0,81.0,71.5,0.0,15.0,1.0
523,46295discarvi218340520014,92.0,9.0,71.5,0.0,0.0,0.0
524,49018discarvi217834330013,100.0,96.5,94.0,100.0,82.0,98.0
525,49022discarvi,21.0,83.0,24.0,0.0,0.0,0.0
526,49009discarvi,51.0,96.5,92.0,83.0,29.0,32.0
527,49008discarvi,85.5,96.5,85.0,49.5,24.5,15.0
528,29676discarvi216740980016,77.0,15.0,73.0,0.0,0.0,0.0
529,29212discarvi217513290017,100.0,93.0,90.5,0.0,70.0,16.0
530,29200discarvi215180020014,100.0,89.0,96.5,54.0,56.0,79.0
531,47006discarvi216909710014,80.0,36.5,0.0,100.0,0.0,
532,12096discarvi214959420013,75.5,78.5,93.0,0.0,75.0,
533,29204discarvi212626000013,100.0,93.0,89.5,0.0,60.0,6.0
534,29596discarvi215989060013,100.0,93.0,87.5,0.0,50.0,8.0
535,46276discarvi51296329,71.0,29.0,97.0,0.0,0.0,8.5
536,49021discarvi,79.0,84.0,86.0,83.0,21.0,11.0
537,44132discarvi219460400014,100.0,18.5,73.0,0.0,3.0,1.0
538,13001discarvi,100.0,21.0,97.0,6.0,5.5,
539,44081discarvi218954580015,96.5,76.0,91.0,73.5,35.5,20.0
540,29162discarvi215989060013,98.0,93.0,91.5,0.0,80.0,46.0
541,12393discarvi217794660018,100.0,85.0,97.5,25.0,100.0,100.0
542,29637discarvi216933640012,97.5,65.0,96.0,0.0,40.0,14.0
543,44011discarvi210937880019,100.0,100.0,94.5,49.5,36.0,31.0
544,171discarvi217154130017,95.0,96.0,94.0,34.5,11.0,6.0
545,29686discarvi219367060012,100.0,3.0,95.5,19.0,4.0,0.0
546,17384discarvi218804280016,90.0,54.5,92.5,3.0,61.0,100.0
547,51018discarvi218544100013,87.0,41.0,98.0,7.5,39.5,2.0
548,52040discarvi218758690016,97.0,38.0,91.0,28.5,8.5,0.0
549,31092discarvi211849290013,94.0,95.5,81.5,28.0,28.5,12.0
550,46263discarvi210930240014,73.0,32.0,75.5,0.0,0.0,0.0
551,46201discarvi215382190018,100.0,94.0,88.0,66.0,37.0,25.0
552,44070discarvi218270050014,96.0,82.0,87.0,16.0,12.0,12.0
553,46267discarvi213092300019,95.0,39.0,91.5,7.5,8.5,2.0
554,16391discarvi210148440010,97.0,54.0,97.0,6.0,11.5,15.0
555,52036discarvi216670630011,70.0,40.0,88.0,15.0,1.5,0.0
556,12071discarvi214214670018,100.0,66.0,94.5,36.0,26.5,2.0
557,46269discarvi219403450016,97.0,35.0,94.0,22.5,3.5,0.0
558,46279discarvi211229400017,97.0,21.5,78.5,0.0,5.0,22.0
559,29169discarvi,98.0,98.0,97.5,70.5,81.5,2.0
560,44140discarvi218558160013,63.0,15.0,65.5,36.5,17.5,20.0
561,46247discarvi213622680018,100.0,64.0,90.5,15.0,12.0,5.0
562,4131discarvi,96.0,94.5,95.0,16.5,13.5,2.0
563,44118discarvi219014380017,93.0,31.0,91.5,6.0,1.5,0.0
564,46302discarvi218613610011,100.0,11.0,91.5,12.5,2.5,0.0
565,52077discarvi217453620016,97.0,11.0,97.0,23.5,6.5,1.0
566,50001discarvi218242820013,97.0,11.0,90.0,15.0,1.5,0.0
567,52080discarvi210263860019,89.0,10.0,100.0,12.5,0.5,0.0
568,29684discarvi212397380018,96.0,11.0,90.5,11.0,18.0,32.0
569,4017discarvi,100.0,31.5,97.0,9.0,9.0,2.0
570,51050discarvi216618280013,100.0,7.0,97.0,15.0,5.5,2.0
571,50007discarvi210346110017,90.5,9.0,81.0,0.0,1.5,2.0
572,41244discarvi217792150012,100.0,0.0,94.5,25.0,5.0,3.0
573,46301discarvi210605800014,97.5,11.0,97.0,23.5,6.5,1.0
574,29675discarvi219455930019,93.0,21.0,84.5,18.5,4.5,22.0
575,46315discarvi214437030019,100.0,0.0,55.0,16.5,2.0,0.0
576,41224discarvi217352540017,95.0,20.0,95.0,12.0,2.0,0.0
577,46309discarvi218691430018,97.0,8.0,96.0,16.5,1.0,0.0
578,46214discarvi17610759,100.0,91.0,85.0,16.5,27.0,32.0
579,22166discarvi,100.0,99.0,96.0,16.5,16.0,2.0
580,52089discarvi218742740019,100.0,2.0,98.0,15.0,2.5,0.0
581,31506discarvi218137410013,1.0,100.0,85.5,0.0,0.0,0.0
582,45082discarvi215154860019,0.0,87.0,0.0,3.0,1.5,0.0
583,41040discarvi,92.0,93.0,95.0,25.5,11.0,3.0
584,12084discarvi213300470015,0.0,100.0,71.5,83.0,100.0,100.0
585,12275discarvi215132840015,26.0,96.0,77.0,70.0,27.0,100.0
586,46144discarvi218827260011,88.0,98.0,74.5,28.0,19.0,1.0
587,46224discarvi216406910013,93.0,77.0,64.5,0.0,10.0,1.0
588,26045discarvi215926790014,44.0,54.0,100.0,3.0,0.5,0.0
589,16294discarvi080227650016,48.0,50.0,100.0,3.0,0.0,
590,29659discarvi219333300010,100.0,34.0,91.5,40.0,15.0,100.0
591,46216discarvi217742810019,97.0,77.0,77.5,12.5,20.0,17.0
592,46173discarvi30850196,64.5,94.0,69.0,0.0,12.5,33.5
593,599discarvi212796510012,69.0,21.0,42.0,0.0,1.0,
594,625discarvi,86.0,41.0,81.0,3.0,0.5,0.0
595,691discarvi,96.5,19.0,97.0,22.5,4.5,0.0
596,29680discarvi216742510017,100.0,11.5,74.5,5.5,8.5,9.0
597,29685discarvi215306040019,88.0,5.0,0.0,0.0,1.0,
598,46128discarvi218417750019,99.0,89.0,59.5,26.0,6.0,3.0
599,50004discarvi210591550016,100.0,8.5,98.0,16.5,3.0,9.0
600,46299discarvi218417750019,99.0,0.0,82.5,20.0,0.0,1.0
601,46307discarvi211150580019,94.0,8.0,93.0,0.0,0.0,0.0
602,614discarvi,100.0,63.0,83.5,46.5,2.0,0.0
603,51047discarvi217074180018,98.0,9.5,66.5,0.0,3.0,7.0
604,29687discarvi216804620015,94.0,0.0,16.5,0.0,100.0,
605,694discarvi,95.5,37.0,91.0,16.5,2.0,0.0
606,46311discarvi216173190013,100.0,0.0,65.0,0.0,0.0,6.0
607,46217discarvi214614630013,92.0,79.0,36.5,25.0,5.0,3.0
608,52085discarvi212562100012,94.0,6.0,46.0,0.0,0.0,0.0
609,44149discarvi49554193,97.0,6.0,14.0,0.0,0.0,2.0
610,606discarvi,93.0,30.0,92.0,12.0,1.5,0.0
611,46221discarvi218267060012,100.0,3.0,0.0,100.0,0.0,93.0
612,24265discarvi211813010010,95.0,100.0,7.5,25.0,5.0,1.0
613,44125discarvi215368210015,97.0,17.0,80.5,43.0,3.0,6.0
614,46171discarvi218220920015,95.0,92.0,79.5,28.0,25.0,1.0
615,16033discarvi215926790014,100.0,1.0,98.0,3.0,1.0,0.0
616,29539discarvi216531070017,96.0,62.0,0.5,0.0,2.0,3.0
617,46319discarvi10661955,96.0,1.0,0.0,0.0,0.0,
618,29514discarvi218417750019,100.0,40.0,0.0,0.0,0.0,1.0
619,46052discarvi215294240013,100.0,96.5,92.5,0.0,76.0,7.0
620,46124discarvi217318430018,69.0,100.0,81.5,32.5,15.0,6.0
621,2618discarvi217682800012,72.0,97.0,94.0,9.0,7.5,0.0
622,44106discarvi215112670017,88.5,49.0,41.5,0.0,2.5,0.0
623,29619discarvi213360600012,43.0,90.5,19.5,11.0,11.0,3.0
624,29558discarvi211356710015,24.0,95.0,75.0,35.0,7.5,0.0
625,46242discarvi219117010018,54.0,67.5,82.0,56.5,5.5,3.5
626,46195discarvi218547340015,100.0,95.0,94.0,100.0,100.0,100.0
627,49001discarvi218021570014,96.0,93.0,64.0,0.0,11.0,4.0
628,52029discarvi217144950011,100.0,46.0,68.0,0.0,7.0,2.0
629,49020discarvi218492230019,100.0,96.5,92.0,66.0,69.0,70.0
630,12401discarvi218868070012,100.0,59.0,99.0,15.0,100.0,66.0
631,53003discarvi216537780016,100.0,40.0,95.5,0.0,20.5,100.0
632,496discarvi39294668,68.0,31.0,0.0,0.0,0.0,
633,52074discarvi218702600011,98.0,12.0,97.5,0.0,9.5,0.0
634,52075discarvi218461390014,98.0,12.0,95.0,0.0,4.5,0.0
635,51042discarvi211033640015,89.0,12.0,99.0,7.5,3.5,1.0
636,46314discarvi215905060017,93.0,5.5,0.0,0.0,0.0,
637,52079discarvi216876970012,100.0,10.0,94.0,15.0,3.5,0.0
638,51054discarvi217686280013,100.0,3.5,95.5,0.0,1.5,0.0
639,12405discarvi210000930016,96.0,3.0,0.0,0.0,0.0,
640,51056discarvi213677810010,97.0,2.0,0.0,0.0,0.0,
641,51030discarvi43465415,75.0,28.0,96.5,23.5,2.5,0.0
642,44029discarvi212643600015,96.5,100.0,0.0,57.0,100.0,45.0
643,51032discarvi54712805,71.0,28.0,98.0,0.0,0.5,0.0
644,41154discarvi218774690017,96.0,59.5,95.0,22.5,8.0,3.0
645,31522discarvi,96.0,93.0,91.0,19.5,6.5,1.0
646,29670discarvi218954700010,81.0,23.0,82.5,0.0,0.0,8.0
647,51013discarvi213044880019,51.0,47.5,7.5,0.0,0.0,
648,12402discarvi219301590013,93.0,53.0,63.5,7.0,2.0,1.0
649,44083discarvi218703620016,99.0,75.0,87.5,15.0,25.5,19.0
650,46320discarvi212228730011,100.0,0.0,6.0,0.0,0.0,
651,46170discarvi33824027,83.5,94.0,73.0,50.0,25.0,52.5
652,46233discarvi212729310015,24.0,74.0,100.0,0.0,0.0,0.0
653,29223discarvi213912250016,29.0,72.0,96.0,0.0,0.0,2.0
654,12102discarvi213128370011,79.5,80.0,94.0,6.0,7.0,2.0
655,41174discarvi19382099,81.0,57.0,88.0,23.5,6.5,0.0
656,46250discarvi218221620015,93.0,64.5,91.0,12.5,13.5,0.0
657,25064discarvi217305370011,97.0,84.0,92.0,16.5,7.0,1.0
658,16382discarvi215926790014,76.0,91.0,92.0,6.0,5.5,4.0
659,16135discarvi215926790014,83.0,90.0,95.5,16.5,11.0,6.0
660,46234discarvi217407670014,95.0,74.5,90.0,15.0,14.5,2.0
661,25053discarvi,100.0,100.0,96.0,19.5,17.5,5.5
662,16386discarvi215926790014,26.0,79.5,98.0,0.0,2.0,0.0
663,41102discarvi42337455,23.5,89.0,96.0,6.0,2.0,0.0
664,41153discarvi219119850013,28.0,87.0,92.5,6.0,1.0,0.0
665,46236discarvi213988620019,,,,,,
666,52022discarvi219398830014,51.5,47.5,100.0,0.0,1.5,
667,49023discarvi218076570016,97.0,59.0,95.0,7.5,26.5,2.0
668,46177discarvi58961848,85.0,92.0,68.0,50.0,25.0,14.5
669,28061discarvi215926790014,91.0,7.0,100.0,0.0,0.0,
670,16290discarvi215926790014,19.5,91.0,94.5,0.0,1.0,1.0
671,46145discarvi219022580011,69.0,100.0,81.5,42.0,24.0,1.0
672,635discarvi,74.0,38.0,93.5,12.0,1.0,0.0
673,52067discarvi215923240013,94.0,15.0,78.0,15.0,0.5,0.0
674,46225discarvi46382868,88.0,78.0,54.0,0.0,0.0,16.5
675,46313discarvi217766770017,92.0,6.5,0.0,0.0,0.0,
676,51046discarvi218943570013,93.0,6.0,0.0,0.0,0.0,
677,51045discarvi218943570013,97.0,9.0,92.5,0.0,1.5,0.0
678,24288discarvi214857150017,100.0,6.0,97.0,33.5,4.5,2.0
679,29220discarvi214636670018,34.0,98.0,86.0,33.0,10.0,4.0
680,46117discarvi210251570010,98.0,98.0,73.5,8.0,6.0,3.0
681,41058discarvi214837370011,84.0,96.5,80.5,8.0,8.0,0.0
682,41225discarvi217969630015,100.0,19.0,93.0,11.5,12.5,6.0
683,29648discarvi211360070017,100.0,51.0,78.5,0.0,15.0,9.0
684,12092discarvi210407370013,89.0,49.0,0.0,0.0,0.0,2.0
685,12399discarvi211686480013,98.0,40.0,28.0,50.0,9.0,4.0
686,44144discarvi218764670013,97.0,13.0,78.5,0.0,0.0,0.0
687,29135discarvi217778230012,95.5,95.5,94.0,9.0,9.5,35.0
688,44051discarvi218813770012,31.0,99.0,95.0,16.5,3.5,5.0
689,44147discarvi218465500019,98.0,13.0,39.5,0.0,0.0,0.0
690,29175discarvi214870500018,3.0,63.0,50.0,50.0,0.0,23.0
691,44036discarvi218720510010,97.0,0.0,53.0,0.0,7.0,36.0
692,29656discarvi216270390013,35.0,43.0,0.0,0.0,2.0,
693,29541discarvi218057830016,4.0,33.5,0.0,0.0,0.0,0.0
694,12093discarvi218139510015,100.0,100.0,96.5,76.0,80.0,67.0
695,12075discarvi218012380011,100.0,100.0,94.0,73.0,87.0,100.0
696,47023discarvi214907460014,100.0,95.0,94.0,76.5,85.0,90.0
697,29509discarvi216990230014,98.0,100.0,84.0,86.0,30.0,8.0
698,41161discarvi36784446,100.0,74.0,92.0,31.0,42.0,0.0
699,29591discarvi217642060018,100.0,98.0,89.0,25.0,39.0,2.0
700,31182discarvi215368210015,0.0,96.0,0.0,0.0,0.0,
701,21281discarvi214640660013,100.0,84.0,77.5,42.0,15.0,5.0
702,29170discarvi217513290017,97.0,93.0,84.5,0.0,37.5,5.0
703,46093discarvi216680850014,35.5,78.0,93.5,27.0,10.5,3.0
704,21022discarvi214544330016,95.0,99.0,95.5,52.5,14.5,3.0
705,29643discarvi219289140017,64.0,59.0,98.0,31.5,14.0,2.0
706,29624discarvi216620660014,41.5,87.0,97.0,37.5,7.0,1.0
707,17334discarvi211597500019,0.0,86.5,0.0,26.0,0.0,0.0
708,46163discarvi211549140016,93.5,100.0,75.0,100.0,71.5,34.0
709,46191discarvi213380720013,56.5,85.0,97.0,28.5,12.0,1.0
710,17341discarvi216102110017,95.0,89.0,75.0,24.5,19.0,1.0
711,46143discarvi218933410013,20.0,96.0,91.5,49.5,9.5,2.0
712,12201discarvi211076580014,5.5,81.0,77.5,0.0,1.0,0.0
713,16381discarvi215926790014,13.0,85.5,99.0,0.0,0.0,0.0
714,46186discarvi214588700013,28.0,87.0,82.5,14.0,10.0,0.0
715,41159discarvi217865740019,100.0,77.0,90.5,0.0,55.0,9.0
716,46166discarvi213614300015,96.5,93.0,81.5,3.0,28.5,2.0
717,41146discarvi219007230013,26.0,95.0,68.5,25.0,2.5,0.0
718,41036discarvi216570760010,100.0,97.0,98.0,19.5,35.5,9.0
719,19000discarvi217600410010,47.0,100.0,95.0,22.5,6.5,1.0
720,41185discarvi54469824,94.0,55.0,96.0,9.0,8.0,1.0
721,29651discarvi218737890016,95.0,52.0,96.5,25.5,10.0,3.0
722,51021discarvi218109420018,86.5,41.0,98.0,0.0,42.5,2.0
723,51019discarvi217905770010,87.0,41.0,98.0,0.0,41.5,1.0
724,51022discarvi218724590019,87.0,41.0,98.0,0.0,34.5,1.0
725,29602discarvi215476790019,88.0,11.0,0.0,0.0,0.0,
726,52078discarvi214131770015,97.0,11.0,95.0,0.0,3.5,1.0
727,46323discarvi210767050010,98.0,0.0,0.0,0.0,0.0,
728,49016discarvi216719550016,100.0,95.0,86.0,33.0,33.0,9.0
729,29633discarvi28691502,100.0,90.0,77.0,33.0,18.0,8.0
730,29625discarvi218616470016,26.5,71.0,0.0,0.0,0.0,
731,46162discarvi218289620010,100.0,94.0,90.5,17.5,62.5,7.0
732,44103discarvi218301490010,69.5,0.0,80.5,0.0,0.0,0.0
733,25018discarvi,19.0,84.0,96.0,3.0,0.5,0.0
734,17063discarvi,54.0,98.0,66.5,12.0,0.5,0.0
735,46105discarvi219283870013,3.0,94.5,0.0,0.0,0.0,
736,49010discarvi,14.0,95.0,0.0,0.0,0.0,1.0
737,29513discarvi213067890010,63.0,97.0,93.0,28.5,6.0,1.0
738,41133discarvi27576638,100.0,51.0,97.0,9.0,12.0,3.0
739,44148discarvi216607220014,82.0,2.0,0.0,0.0,0.0,
740,51051discarvi215371800014,94.0,6.0,97.5,12.5,0.5,0.0
741,16387discarvi215926790014,83.0,21.0,98.0,0.0,2.0,1.0
742,29622discarvi215473400015,15.5,87.0,82.5,15.0,1.5,3.0
743,12187discarvi212234810013,54.0,0.0,14.0,10.0,11.0,
744,41206discarvi212299540010,96.0,31.0,68.5,0.0,5.0,4.0
745,12394discarvi212199370016,12.0,86.0,3.0,0.0,1.0,
746,26175discarvi215926790014,21.0,84.0,90.5,0.0,0.0,0.0
747,41183discarvi212674590011,98.0,56.0,69.5,0.0,10.0,9.0
748,41204discarvi213635700012,97.0,31.0,76.5,0.0,7.5,6.0
749,17322discarvi213113270016,95.0,92.0,82.5,24.5,30.0,2.0
750,24278discarvi216605860016,55.5,100.0,91.5,24.5,50.0,9.0
751,2411discarvi217274440013,100.0,96.5,93.0,34.5,9.5,1.0
752,46180discarvi41336466,94.0,92.0,87.0,25.0,75.0,47.5
753,499discarvi,25.0,80.0,90.0,9.0,0.0,0.0
754,29626discarvi218307280018,0.0,83.5,66.5,33.0,0.0,0.0
755,46109discarvi218194390018,97.0,92.5,38.0,38.0,17.0,1.0
756,46244discarvi50844327,97.5,67.0,77.0,0.0,25.0,12.0
757,46223discarvi020037360013,72.0,77.0,78.5,9.0,1.0,0.0
758,24131discarvi217173620016,100.0,100.0,98.0,22.5,33.5,10.0
759,46230discarvi54222030,72.0,76.0,0.0,0.0,0.0,7.5
760,46196discarvi49268209,23.0,84.0,82.0,0.0,0.0,8.5
761,46232discarvi48955019,29.0,74.0,96.0,0.0,0.5,0.0
762,29197discarvi217808910016,95.0,97.0,94.5,39.0,72.5,20.0
763,46184discarvi39684851,36.0,90.0,81.5,0.0,0.0,26.5
764,46193discarvi47846330,13.0,85.0,0.0,0.0,7.5,
765,46192discarvi49329811,96.0,85.0,85.5,0.0,50.0,50.0
766,31210discarvi215775180018,98.0,100.0,91.0,32.5,46.5,16.0
767,29500discarvi214695450010,33.0,99.0,96.0,28.5,6.0,0.0
