customer_code,Days since last sales,Customer age in days,Recencia,Nro Sku,Frecuency,Indicator key
140521ykua_sati,0.0,95.5,86.5,0.0,0.0,4.0
140094ykua_sati,17.5,73.0,0.0,0.0,0.0,
140070ykua_sati,93.0,69.0,67.0,16.5,1.0,1.0
140498ykua_sati,95.5,100.0,91.0,0.0,24.5,19.0
140018ykua_sati,100.0,85.0,98.0,16.5,38.5,22.0
140228ykua_sati,73.0,63.0,74.0,0.0,0.0,2.0
14749ykua_sati,91.0,49.0,84.0,0.0,16.0,3.5
140734ykua_sati,91.0,54.0,73.5,0.0,8.0,4.0
140240ykua_sati,96.0,58.0,82.0,16.5,2.0,2.0
140789ykua_sati,93.0,14.0,96.0,0.0,0.0,10.0
140798ykua_sati,99.0,0.0,88.5,0.0,0.0,8.0
140017ykua_sati,95.0,84.0,94.0,16.5,8.5,6.0
140693ykua_sati,60.0,100.0,80.0,0.0,16.0,6.0
140011ykua_sati,96.0,100.0,96.0,49.5,17.0,12.0
140652ykua_sati,36.5,97.0,79.0,0.0,0.0,1.5
140680ykua_sati,4.0,94.0,16.5,0.0,,
140549ykua_sati,13.5,93.5,86.0,49.5,0.0,0.0
140704ykua_sati,10.0,86.5,16.5,0.0,0.0,
140656ykua_sati,44.0,85.0,92.0,0.0,0.0,3.0
140600ykua_sati,92.5,68.0,90.0,0.0,16.0,5.0
140187ykua_sati,95.0,82.5,89.0,50.0,27.5,3.0
140739ykua_sati,45.0,55.0,92.0,0.0,0.0,1.0
140745ykua_sati,41.0,52.0,0.0,0.0,1.0,
140730ykua_sati,32.5,54.0,84.0,0.0,0.0,2.0
140762ykua_sati,43.5,31.0,0.0,0.0,0.0,
140797ykua_sati,91.5,0.0,93.5,0.0,5.0,7.0
140805ykua_sati,89.0,0.0,93.0,0.0,0.0,1.0
140598ykua_sati,6.0,86.0,0.0,0.0,0.0,
140205ykua_sati,46.0,67.0,61.5,0.0,0.0,0.0
140747ykua_sati,95.0,51.0,96.0,0.0,33.0,20.0
140645ykua_sati,73.5,11.0,100.0,16.5,0.0,
128684ykua_sati,100.0,100.0,95.5,100.0,35.0,73.0
132134ykua_sati,81.0,100.0,55.5,0.0,0.0,1.0
129422ykua_sati,0.0,100.0,0.0,0.0,0.0,
130069ykua_sati,91.0,100.0,82.0,50.0,4.0,4.0
131910ykua_sati,100.0,96.5,87.5,0.0,9.0,3.0
132010ykua_sati,92.5,93.0,90.0,0.0,11.5,6.0
129192ykua_sati,86.5,93.5,87.0,0.0,9.0,4.0
130537ykua_sati,49.0,91.5,68.5,0.0,0.0,0.0
126922ykua_sati,91.0,90.5,91.0,50.0,14.0,2.0
121100ykua_sati,98.0,97.0,94.5,100.0,30.0,17.0
130400ykua_sati,97.5,90.0,91.0,0.0,14.0,2.0
126836ykua_sati,12.0,85.0,100.0,0.0,0.0,
131908ykua_sati,100.0,100.0,63.5,0.0,100.0,100.0
129124ykua_sati,98.0,89.0,92.5,100.0,16.5,3.0
129919ykua_sati,39.0,58.5,80.0,0.0,50.0,10.5
131901ykua_sati,94.0,70.0,88.0,0.0,6.5,5.0
122245ykua_sati,52.0,100.0,88.5,0.0,4.0,1.0
129711ykua_sati,96.0,82.0,90.5,0.0,11.5,3.0
127061ykua_sati,97.0,100.0,97.0,100.0,50.0,100.0
131194ykua_sati,96.0,41.0,93.0,0.0,9.0,7.0
130557ykua_sati,68.0,60.0,85.0,0.0,0.0,1.0
122262ykua_sati,100.0,99.0,96.5,100.0,45.0,76.0
127232ykua_sati,55.0,34.0,0.0,0.0,0.0,
121902ykua_sati,30.5,85.0,0.0,0.0,0.0,0.0
140360ykua_sati,27.0,100.0,90.0,16.5,1.5,1.0
140236ykua_sati,41.0,100.0,60.0,0.0,58.0,27.0
140647ykua_sati,15.0,97.0,96.5,0.0,0.0,11.0
140662ykua_sati,12.0,92.0,92.0,0.0,0.0,3.5
140081ykua_sati,84.0,77.0,61.5,0.0,0.0,1.5
140661ykua_sati,49.0,66.0,69.0,16.5,0.0,0.0
140758ykua_sati,51.0,41.5,0.0,0.0,2.0,
140751ykua_sati,93.5,40.0,93.5,0.0,27.5,19.0
140657ykua_sati,75.5,8.5,16.5,0.0,0.0,
140800ykua_sati,80.0,0.0,91.5,0.0,0.0,3.0
140069ykua_sati,96.0,97.5,88.0,0.0,33.0,19.0
140253ykua_sati,88.0,62.5,0.0,0.0,0.0,1.0
140769ykua_sati,56.0,32.0,16.5,0.0,0.0,
140588ykua_sati,91.0,94.0,0.0,0.0,0.0,3.0
132490ykua_sati,18.5,46.5,0.0,0.0,0.0,
140738ykua_sati,38.5,55.0,0.0,0.0,2.0,
140737ykua_sati,38.0,31.0,0.0,0.0,0.0,
140756ykua_sati,48.0,38.0,0.0,0.0,0.0,
140784ykua_sati,100.0,15.5,97.0,0.0,16.0,14.0
140783ykua_sati,94.0,21.0,92.0,0.0,0.0,6.5
140567ykua_sati,97.0,80.0,54.0,0.0,100.0,35.0
140709ykua_sati,66.0,85.0,95.0,16.5,6.5,4.0
140791ykua_sati,100.0,8.0,96.0,16.5,3.5,2.0
140539ykua_sati,94.0,85.0,94.5,16.5,10.0,5.0
140241ykua_sati,97.0,84.5,93.0,16.5,7.5,4.0
140077ykua_sati,89.0,7.0,96.5,16.5,2.0,1.0
140294ykua_sati,77.0,100.0,90.0,0.0,16.0,13.0
140073ykua_sati,44.0,100.0,80.5,0.0,0.0,0.0
140535ykua_sati,0.0,100.0,0.0,0.0,2.0,
140582ykua_sati,44.5,100.0,74.0,0.0,0.0,4.0
140332ykua_sati,89.0,97.5,85.0,0.0,16.0,10.0
140672ykua_sati,64.5,97.0,71.0,0.0,5.0,5.5
140574ykua_sati,2.0,96.0,0.0,0.0,2.0,
140546ykua_sati,11.0,86.0,0.0,0.0,2.0,
128118ykua_sati,78.5,10.5,0.0,0.0,2.0,
140717ykua_sati,78.5,52.0,78.0,0.0,0.0,4.0
140670ykua_sati,83.0,62.5,54.0,0.0,0.0,1.0
140741ykua_sati,26.0,49.0,0.0,0.0,0.0,
140103ykua_sati,85.5,55.0,82.0,16.5,1.5,1.0
